tr @ epoch 1/10 | Loss 0.701643 | 41.98 (s)
tr @ epoch 2/10 | Loss 0.232355 | 41.59 (s)
tr @ epoch 3/10 | Loss 0.139161 | 41.56 (s)
tr @ epoch 4/10 | Loss 0.089265 | 41.58 (s)
tr @ epoch 5/10 | Loss 0.053457 | 41.59 (s)
tr @ epoch 6/10 | Loss 0.039575 | 41.61 (s)
tr @ epoch 7/10 | Loss 0.027279 | 41.64 (s)
tr @ epoch 8/10 | Loss 0.021313 | 41.65 (s)
tr @ epoch 9/10 | Loss 0.019053 | 41.65 (s)
tr @ epoch 10/10 | Loss 0.016747 | 41.64 (s)
