tr @ epoch 1/10 | Loss 0.711044 | 42.03 (s)
tr @ epoch 2/10 | Loss 0.244112 | 41.56 (s)
tr @ epoch 3/10 | Loss 0.131824 | 41.60 (s)
tr @ epoch 4/10 | Loss 0.086048 | 41.60 (s)
tr @ epoch 5/10 | Loss 0.059111 | 41.64 (s)
tr @ epoch 6/10 | Loss 0.043860 | 41.63 (s)
tr @ epoch 7/10 | Loss 0.030186 | 41.65 (s)
tr @ epoch 8/10 | Loss 0.022507 | 41.62 (s)
tr @ epoch 9/10 | Loss 0.018806 | 41.64 (s)
tr @ epoch 10/10 | Loss 0.017207 | 41.63 (s)
