tr @ epoch 1/10 | Loss 0.692960 | 42.02 (s)
tr @ epoch 2/10 | Loss 0.221628 | 41.54 (s)
tr @ epoch 3/10 | Loss 0.155771 | 41.59 (s)
tr @ epoch 4/10 | Loss 0.100702 | 41.59 (s)
tr @ epoch 5/10 | Loss 0.059722 | 41.59 (s)
tr @ epoch 6/10 | Loss 0.044569 | 41.62 (s)
tr @ epoch 7/10 | Loss 0.031341 | 41.61 (s)
tr @ epoch 8/10 | Loss 0.022785 | 41.65 (s)
tr @ epoch 9/10 | Loss 0.018733 | 41.62 (s)
tr @ epoch 10/10 | Loss 0.016524 | 41.63 (s)
